dog_breed,confidence_rate,is_dog
Norfolk Terrier,68.95,True
Soft-Coated Wheaten Terrier,10.15,True
Norwich Terrier,5.58,True
Pug,28.44,True
Teddy,15.63,False
Mitten,13.89,False
Golden Retriever,85.72,True
Labrador Retriever,13.55,True
Tibetan Mastiff,0.19,True
Guinea Pig,99.48,False
Hamster,0.41,False
Wood Rabbit,0.02,False
Siamese Cat,20.23,False
Chihuahua,10.04,True
Basenji,7.21,True
Chihuahua,37.65,True
Siamese Cat,9.81,False
Labrador Retriever,8.52,True
Samoyed,97.92,True
Pomeranian,0.72,True
Arctic Fox,0.64,False
Pembroke,98.07,True
Cardigan,1.85,True
Chihuahua,0.02,True
Teddy,23.34,False
Feather Boa,8.85,False
Brittany Spaniel,8.29,True
Otter,94.55,False
Mink,1.82,False
Sea Lion,1.59,False
Great Pyrenees,66.79,True
Kuvasz,22.88,True
Golden Retriever,4.39,True
Labrador Retriever,99.01,True
Chesapeake Bay Retriever,0.8,True
Curly-Coated Retriever,0.12,True
Boxer,83.9,True
Greater Swiss Mountain Dog,8.88,True
Bull Mastiff,3.17,True
Window Shade,90.95,False
Window Screen,1.14,False
Brass,0.89,False
Pembroke,75.64,True
Basenji,12.66,True
Cardigan,8.01,True
Miniature Pinscher,29.29,True
Sleeping Bag,14.21,False
Italian Greyhound,7.08,True
Doormat,20.11,False
Turnstile,8.86,False
Carton,8.29,False
Golden Retriever,94.57,True
Standard Poodle,1.44,True
Tibetan Mastiff,1.2,True
Border Collie,89.48,True
Collie,9.74,True
English Springer,0.3,True
Wool,52.54,False
Fur Coat,23.64,False
Kuvasz,3.82,True
Pembroke,77.85,True
Shetland Sheepdog,9.38,True
Cardigan,6.03,True
Hippopotamus,58.14,False
Doormat,15.24,False
Sea Lion,2.64,False
Wallaby,41.07,False
Wombat,23.93,False
Beaver,14.96,False
Golden Retriever,51.41,True
Chesapeake Bay Retriever,17.32,True
Brittany Spaniel,11.84,True
Bloodhound,38.12,True
Sussex Spaniel,21.2,True
Clumber,12.86,True
Kelpie,21.92,True
Badger,13.36,False
Siamese Cat,7.44,False
Pomeranian,71.44,True
Shih-Tzu,4.06,True
Silky Terrier,3.25,True
West Highland White Terrier,76.92,True
Scotch Terrier,6.44,True
Old English Sheepdog,4.38,True
Boston Bull,69.73,True
French Bulldog,23.9,True
American Staffordshire Terrier,1.98,True
Golden Retriever,24.24,True
Chow,22.68,True
Cocker Spaniel,19.41,True
Pomeranian,49.1,True
Weasel,13.09,False
Yorkshire Terrier,9.92,True
Toy Poodle,33.17,True
Miniature Poodle,27.25,True
Standard Poodle,16.94,True
French Bulldog,90.29,True
Staffordshire Bullterrier,2.26,True
Soap Dispenser,1.2,False
Chihuahua,99.37,True
Pembroke,0.15,True
Toy Terrier,0.09,True
Yorkshire Terrier,90.8,True
Silky Terrier,7.69,True
Australian Terrier,0.85,True
Border Collie,28.09,True
Cardigan,11.25,True
Toy Terrier,5.33,True
Chihuahua,61.52,True
Pembroke,15.95,True
Basenji,8.45,True
White Wolf,16.66,False
Schipperke,12.24,True
West Highland White Terrier,11.92,True
Kuvasz,80.59,True
Great Pyrenees,18.73,True
Samoyed,0.35,True
Rhodesian Ridgeback,25.25,True
Redbone,15.3,True
Whippet,13.52,True
Tailed Frog,65.27,False
Tree Frog,28.02,False
Bullfrog,4.02,False
Great Pyrenees,48.13,True
Samoyed,31.18,True
Maltese Dog,7.5,True
American Staffordshire Terrier,56.95,True
Staffordshire Bullterrier,21.13,True
Chihuahua,12.18,True
Bath Towel,44.97,False
Norwegian Elkhound,16.02,True
Great Dane,4.87,True
Hamster,67.87,False
Pomeranian,11.03,True
Angora,10.41,False
Beagle,16.26,True
Pembroke,12.05,True
Siberian Husky,11.03,True
Tennis Ball,32.82,False
Italian Greyhound,17.68,True
Staffordshire Bullterrier,13.41,True
Golden Retriever,53.25,True
Crossword Puzzle,10.38,False
Binder,10.04,False
Hummingbird,18.1,False
Peacock,13.52,False
Eel,7.54,False
West Highland White Terrier,72.66,True
Maltese Dog,17.68,True
Dandie Dinmont,7.01,True
Chihuahua,36.95,True
Schipperke,24.34,True
Pug,16.16,True
Golden Retriever,80.9,True
Irish Setter,4.24,True
Labrador Retriever,2.35,True
Border Terrier,35.51,True
Toy Poodle,16.97,True
Norwegian Elkhound,9.99,True
Malinois,70.6,True
German Shepherd,16.57,True
Great Dane,5.9,True
Dandie Dinmont,27.17,True
Old English Sheepdog,16.49,True
Otterhound,10.59,True
Hippopotamus,98.23,False
Sea Lion,0.63,False
Dugong,0.58,False
Pembroke,96.94,True
Cardigan,2.61,True
Chihuahua,0.35,True
Golden Retriever,83.66,True
Kuvasz,10.59,True
Labrador Retriever,2.51,True
Pug,99.79,True
French Bulldog,0.18,True
Bull Mastiff,0.03,True
Samoyed,51.75,True
Malamute,15.59,True
Eskimo Dog,9.5,True
Cairn,33.76,True
Chihuahua,20.91,True
Border Terrier,13.69,True
Labrador Retriever,30.97,True
Doormat,30.37,False
Sliding Door,7.73,False
Mousetrap,45.62,False
Banded Gecko,25.87,False
Common Iguana,6.18,False
Schipperke,66.73,True
Chesapeake Bay Retriever,11.96,True
Kelpie,9.76,True
Shih-Tzu,59.96,True
Pekinese,21.31,True
Maltese Dog,15.43,True
Chihuahua,22.29,True
Toyshop,17.99,False
Weimaraner,16.3,True
Norfolk Terrier,24.63,True
Irish Terrier,24.33,True
Golden Retriever,8.59,True
Italian Greyhound,38.24,True
Redbone,10.23,True
Shower Cap,7.68,False
German Short-Haired Pointer,98.31,True
Bluetick,0.56,True
Curly-Coated Retriever,0.33,True
Samoyed,32.99,True
Shoji,16.58,False
Prison,10.36,False
Brittany Spaniel,93.2,True
Welsh Springer Spaniel,3.07,True
Beagle,1.29,True
Samoyed,15.85,True
Kuvasz,8.94,True
West Highland White Terrier,2.5,True
French Bulldog,99.85,True
Boston Bull,0.14,True
Boxer,0.0,True
Pug,99.02,True
Pekinese,0.28,True
Sunglasses,0.13,False
Boxer,88.3,True
Saint Bernard,3.06,True
Staffordshire Bullterrier,1.3,True
Italian Greyhound,10.79,True
Basset,7.52,True
Staffordshire Bullterrier,6.94,True
Labrador Retriever,64.37,True
American Staffordshire Terrier,10.27,True
Dalmatian,5.0,True
Chesapeake Bay Retriever,35.19,True
Malinois,20.78,True
Labrador Retriever,15.46,True
Staffordshire Bullterrier,28.02,True
Boston Bull,16.15,True
American Staffordshire Terrier,12.69,True
Pembroke,98.48,True
Cardigan,1.5,True
Shetland Sheepdog,0.01,True
Great Dane,12.69,True
Greater Swiss Mountain Dog,11.0,True
German Short-Haired Pointer,9.08,True
Washbasin,17.64,False
Paper Towel,16.75,False
Toilet Tissue,9.8,False
Lhasa,52.19,True
Shih-Tzu,40.35,True
Tibetan Terrier,3.99,True
Shetland Sheepdog,62.17,True
Collie,36.66,True
Pembroke,0.77,True
Siamese Cat,25.67,False
Whippet,11.98,True
Bull Mastiff,10.26,True
Bath Towel,11.06,False
Christmas Stocking,10.86,False
Weasel,10.54,False
Labrador Retriever,99.99,True
Golden Retriever,0.01,True
Pug,0.0,True
Toy Poodle,88.0,True
Miniature Poodle,10.01,True
Norfolk Terrier,0.7,True
Great Dane,99.92,True
Boxer,0.02,True
Whippet,0.02,True
Great Dane,17.4,True
Malinois,16.59,True
Doberman,11.99,True
Grey Fox,23.6,False
Siamese Cat,16.58,False
Eskimo Dog,6.35,True
Chihuahua,29.77,True
Pembroke,26.7,True
Basenji,13.68,True
Appenzeller,66.56,True
Beagle,10.48,True
Greater Swiss Mountain Dog,6.79,True
Kuvasz,38.39,True
Golden Retriever,28.91,True
Dingo,5.65,False
Space Heater,20.69,False
Spatula,12.35,False
Vacuum,11.92,False
Weasel,13.78,False
Toy Poodle,9.84,True
Scottish Deerhound,9.74,True
Car Mirror,37.98,False
Chesapeake Bay Retriever,32.16,True
Vizsla,11.69,True
Briard,36.91,True
Scotch Terrier,16.82,True
Giant Schnauzer,12.06,True
Borzoi,13.28,True
Walker Hound,8.6,True
Great Pyrenees,6.56,True
Pomeranian,38.22,True
Chow,20.83,True
Sunglasses,13.13,False
Samoyed,96.21,True
Arctic Fox,3.06,False
White Wolf,0.15,False
Soft-Coated Wheaten Terrier,80.51,True
Lakeland Terrier,12.17,True
Afghan Hound,2.33,True
Old English Sheepdog,69.39,True
Otterhound,23.21,True
West Highland White Terrier,1.29,True
Basenji,74.89,True
Cardigan,12.11,True
Pembroke,11.18,True
Pug,99.74,True
Bull Mastiff,0.17,True
Pekinese,0.03,True
Maltese Dog,67.85,True
Lhasa,12.5,True
Pekinese,4.9,True
Papillon,22.78,True
Chihuahua,21.81,True
Border Collie,9.35,True
Shih-Tzu,51.01,True
Tibetan Terrier,7.2,True
Lhasa,6.92,True
Seat Belt,52.22,False
Sunglasses,7.76,False
Ice Lolly,5.18,False
Boston Bull,76.15,True
Pug,7.54,True
Chihuahua,4.16,True
Bow Tie,44.93,False
Fur Coat,13.91,False
Black-Footed Ferret,8.22,False
Beaver,45.71,False
Mongoose,22.83,False
Marmot,14.83,False
Hamster,42.99,False
Pomeranian,14.43,True
Pretzel,12.72,False
Australian Terrier,40.79,True
Yorkshire Terrier,32.82,True
Silky Terrier,10.84,True
Boxer,99.01,True
Bull Mastiff,0.74,True
Saint Bernard,0.16,True
Shih-Tzu,35.25,True
Toy Poodle,15.57,True
Maltese Dog,11.67,True
Teddy,44.15,False
Pekinese,8.09,True
Shih-Tzu,7.21,True
Pembroke,77.0,True
Cardigan,22.92,True
Chihuahua,0.02,True
Groenendael,55.08,True
Norwegian Elkhound,15.48,True
Schipperke,8.08,True
Washbasin,27.25,False
Doormat,16.59,False
Bathtub,6.64,False
Scottish Deerhound,11.19,True
Bluetick,7.43,True
German Short-Haired Pointer,6.7,True
Pug,84.2,True
French Bulldog,6.98,True
Boston Bull,3.87,True
Malamute,44.93,True
Siberian Husky,38.51,True
Eskimo Dog,16.35,True
Dining Table,38.34,False
Grey Fox,10.32,False
Siamese Cat,9.83,False
Sea Lion,51.98,False
Siamese Cat,29.1,False
Black-Footed Ferret,4.0,False
Labrador Retriever,34.0,True
Bull Mastiff,17.53,True
Box Turtle,16.43,False
Golden Retriever,98.93,True
Labrador Retriever,0.79,True
Kuvasz,0.07,True
Vizsla,87.64,True
Chesapeake Bay Retriever,7.84,True
Rhodesian Ridgeback,3.22,True
Shih-Tzu,69.75,True
Lhasa,20.02,True
Tibetan Terrier,9.1,True
Cocker Spaniel,74.0,True
Welsh Springer Spaniel,8.87,True
Golden Retriever,4.75,True
Ice Lolly,66.01,False
Neck Brace,3.96,False
Yorkshire Terrier,3.35,True
Saint Bernard,61.26,True
English Springer,26.97,True
Boxer,4.87,True
Mexican Hairless,16.26,True
Doberman,15.63,True
Rhodesian Ridgeback,8.15,True
Soft-Coated Wheaten Terrier,40.35,True
Cocker Spaniel,13.52,True
Golden Retriever,8.87,True
German Short-Haired Pointer,87.7,True
Bluetick,3.66,True
Basset,1.78,True
Samoyed,98.59,True
Arctic Fox,0.79,False
White Wolf,0.33,False
Samoyed,47.13,True
Siberian Husky,15.88,True
Eskimo Dog,13.87,True
Golden Retriever,63.68,True
Labrador Retriever,16.34,True
Pekinese,4.56,True
Pug,41.31,True
French Bulldog,19.99,True
Chihuahua,8.2,True
Siberian Husky,48.64,True
Eskimo Dog,44.85,True
White Wolf,4.15,False
Bison,20.89,False
Mink,16.99,False
Polecat,14.45,False
Siberian Husky,81.06,True
Malamute,11.97,True
Eskimo Dog,2.93,True
Pug,95.66,True
Swing,1.89,False
Toy Poodle,1.35,True
Toy Poodle,67.01,True
Teddy,19.09,False
Miniature Poodle,3.22,True
Tibetan Terrier,24.76,True
Cocker Spaniel,12.14,True
Bow Tie,9.94,False
Minivan,33.28,False
Sports Car,12.95,False
Limousine,7.39,False
Saint Bernard,34.26,True
Boxer,28.91,True
Pembroke,7.65,True
Chihuahua,18.29,True
Teddy,12.81,False
West Highland White Terrier,9.79,True
Bloodhound,88.62,True
Black-And-Tan Coonhound,7.74,True
Gordon Setter,0.98,True
Shetland Sheepdog,55.12,True
Collie,23.25,True
Border Collie,9.52,True
Bernese Mountain Dog,76.76,True
Border Collie,8.58,True
Entlebucher,4.38,True
Lakeland Terrier,53.01,True
Irish Terrier,19.73,True
Airedale,8.25,True
Rottweiler,50.9,True
German Shepherd,20.79,True
Kelpie,9.44,True
Borzoi,44.13,True
Llama,27.83,False
Arabian Camel,6.35,False
Barrow,24.16,False
Tub,23.84,False
Bathtub,16.73,False
Golden Retriever,86.3,True
Labrador Retriever,4.49,True
Saluki,1.25,True
Geyser,37.03,False
Seashore,27.49,False
Beacon,4.64,False
Snorkel,52.65,False
Muzzle,4.81,False
Scuba Diver,3.42,False
Golden Retriever,88.32,True
Labrador Retriever,10.96,True
Kuvasz,0.28,True
Kuvasz,42.28,True
Golden Retriever,29.16,True
Great Pyrenees,7.62,True
Bath Towel,19.45,False
Radiator,12.78,False
Maltese Dog,8.96,True
Bighorn,21.54,False
Hyena,13.79,False
Mexican Hairless,9.82,True
Lhasa,9.75,True
Koala,9.19,False
Sunglasses,9.15,False
Pembroke,42.65,True
Papillon,31.74,True
Shetland Sheepdog,7.76,True
Kuvasz,28.63,True
Labrador Retriever,10.71,True
Ice Bear,8.51,False
Pug,68.69,True
French Bulldog,7.64,True
Brabancon Griffon,3.5,True
Motor Scooter,38.27,False
Moped,31.8,False
Pickup,4.06,False
Badger,28.95,False
Weasel,9.91,False
Malamute,4.07,True
Malamute,94.96,True
Siberian Husky,3.31,True
Eskimo Dog,1.67,True
Samoyed,27.03,True
Great Pyrenees,11.4,True
Teddy,7.25,False
Standard Poodle,44.45,True
English Springer,12.98,True
Pug,7.38,True
Cowboy Hat,29.11,False
Labrador Retriever,17.96,True
Sombrero,12.15,False
Pomeranian,94.33,True
Shetland Sheepdog,2.37,True
Chow,0.72,True
Old English Sheepdog,26.92,True
Tibetan Terrier,11.15,True
Lakeland Terrier,10.49,True
Collie,60.02,True
Shetland Sheepdog,29.89,True
Borzoi,2.26,True
Italian Greyhound,32.28,True
Whippet,24.7,True
Chihuahua,12.25,True
Bustard,22.52,False
Koala,5.76,False
Goose,5.36,False
Toy Poodle,27.96,True
Mashed Potato,20.86,False
Labrador Retriever,7.75,True
Dogsled,42.65,False
Cocker Spaniel,7.31,True
Chihuahua,7.03,True
Eskimo Dog,16.95,True
Siberian Husky,16.17,True
Dingo,15.44,False
Pembroke,79.93,True
Cardigan,18.95,True
Papillon,0.34,True
Snowmobile,25.46,False
Assault Rifle,12.96,False
Rifle,11.09,False
Scotch Terrier,26.8,True
Affenpinscher,19.96,True
Cairn,12.75,True
Chihuahua,63.75,True
American Staffordshire Terrier,15.07,True
Staffordshire Bullterrier,10.4,True
American Staffordshire Terrier,21.52,True
Chesapeake Bay Retriever,7.91,True
Doberman,7.02,True
Cocker Spaniel,81.6,True
Golden Retriever,5.41,True
Airedale,3.06,True
English Springer,30.38,True
Papillon,16.51,True
Welsh Springer Spaniel,14.91,True
Pembroke,43.05,True
Red Fox,20.66,False
Pomeranian,15.44,True
Crane,15.89,False
Pier,13.0,False
Bell Cote,8.77,False
Ibizan Hound,85.32,True
Chihuahua,3.99,True
Italian Greyhound,3.52,True
Hog,67.0,False
Guinea Pig,7.73,False
Hamster,6.24,False
Cardigan,61.42,True
Skunk,13.94,False
Toilet Tissue,3.12,False
Malinois,19.95,True
German Shepherd,9.68,True
Saluki,8.28,True
American Staffordshire Terrier,59.97,True
Staffordshire Bullterrier,38.1,True
Bull Mastiff,0.39,True
Papillon,53.13,True
Blenheim Spaniel,21.42,True
Border Collie,5.38,True
Pembroke,69.64,True
Cardigan,12.11,True
Shetland Sheepdog,5.06,True
Golden Retriever,90.04,True
Cocker Spaniel,2.23,True
Sombrero,1.5,False
Bannister,36.94,False
Four-Poster,10.53,False
Shoji,9.88,False
Sorrel,81.15,False
Horse Cart,2.48,False
Arabian Camel,1.52,False
Pug,97.38,True
Chihuahua,1.09,True
Staffordshire Bullterrier,0.69,True
Eskimo Dog,24.06,True
Norwegian Elkhound,18.04,True
Siberian Husky,9.07,True
Pomeranian,99.72,True
Pekinese,0.08,True
Keeshond,0.04,True
Lakeland Terrier,87.3,True
Soft-Coated Wheaten Terrier,6.09,True
Toy Poodle,1.7,True
Staffordshire Bullterrier,15.11,True
Boxer,13.57,True
American Staffordshire Terrier,8.66,True
Miniature Pinscher,95.61,True
Toy Terrier,1.22,True
Chihuahua,0.54,True
Pug,95.74,True
French Bulldog,3.86,True
Toy Poodle,0.07,True
Rottweiler,39.15,True
Miniature Pinscher,27.36,True
Tibetan Mastiff,4.17,True
English Springer,47.23,True
English Setter,16.69,True
Brittany Spaniel,16.34,True
Wood Rabbit,70.27,False
Angora,19.07,False
Hare,10.51,False
Boston Bull,22.34,True
Boxer,18.36,True
French Bulldog,17.69,True
Shih-Tzu,74.72,True
Maltese Dog,9.1,True
Lhasa,3.58,True
Seat Belt,70.36,False
Great Dane,13.99,True
Weimaraner,2.11,True
Pug,17.82,True
Chihuahua,14.92,True
Shih-Tzu,12.05,True
Car Mirror,99.71,False
Seat Belt,0.04,False
Beagle,0.02,True
Borzoi,88.31,True
Whippet,2.29,True
Saluki,2.16,True
Fiddler Crab,99.21,False
Quail,0.25,False
Rock Crab,0.15,False
Labrador Retriever,41.71,True
Chesapeake Bay Retriever,34.17,True
German Short-Haired Pointer,17.77,True
Refrigerator,79.98,False
Medicine Chest,18.25,False
Ice Bear,0.14,False
Cheeseburger,64.38,False
Hotdog,20.14,False
Bagel,6.39,False
Tibetan Mastiff,33.88,True
Newfoundland,18.09,True
Golden Retriever,18.0,True
Norwich Terrier,10.05,True
Cocker Spaniel,8.07,True
Golden Retriever,7.94,True
Rottweiler,44.13,True
Miniature Pinscher,23.32,True
Gordon Setter,9.36,True
Labrador Retriever,32.0,True
Ibizan Hound,20.82,True
Saluki,7.9,True
Yorkshire Terrier,47.77,True
Silky Terrier,17.17,True
Australian Terrier,8.83,True
German Shepherd,83.08,True
Leonberg,7.63,True
Bloodhound,3.74,True
Pug,98.52,True
Bull Mastiff,0.88,True
Boxer,0.23,True
Pomeranian,98.58,True
Keeshond,0.41,True
Pekinese,0.33,True
Great Dane,23.69,True
Irish Wolfhound,11.76,True
Greater Swiss Mountain Dog,10.39,True
Rhodesian Ridgeback,88.53,True
Redbone,4.23,True
Seat Belt,1.05,False
Damselfly,19.08,False
Common Newt,9.81,False
Whiptail,8.9,False
Siberian Husky,45.07,True
Eskimo Dog,43.03,True
Malamute,11.86,True
Papillon,20.08,True
Toy Terrier,11.45,True
Cardigan,9.45,True
Yorkshire Terrier,41.5,True
Briard,6.35,True
Pekinese,5.37,True
Sliding Door,34.45,False
Doormat,19.0,False
Washbasin,4.63,False
Chesapeake Bay Retriever,17.12,True
Tennis Ball,9.06,False
Racket,4.85,False
Lakeland Terrier,25.38,True
Airedale,21.33,True
Three-Toed Sloth,8.38,False
Web Site,92.4,False
Oscilloscope,0.97,False
Hand-Held Computer,0.88,False
White Wolf,31.85,False
Dingo,21.54,False
Collie,9.58,True
Golden Retriever,58.69,True
Labrador Retriever,39.83,True
Kuvasz,0.54,True
Boston Bull,97.25,True
French Bulldog,2.55,True
Boxer,0.05,True
Chow,47.02,True
Pomeranian,15.97,True
Eskimo Dog,10.51,True
Pomeranian,96.32,True
Shetland Sheepdog,1.95,True
Keeshond,0.86,True
Pug,99.9,True
Norwegian Elkhound,0.05,True
Bull Mastiff,0.02,True
Dishwasher,88.88,False
Stove,1.34,False
Old English Sheepdog,0.97,True
Bernese Mountain Dog,97.51,True
Appenzeller,1.46,True
Entlebucher,0.59,True
Llama,37.96,False
Triceratops,16.28,False
Hog,8.43,False
Border Collie,66.56,True
Collie,17.68,True
Old English Sheepdog,6.52,True
Labrador Retriever,76.94,True
Golden Retriever,14.49,True
Lion,2.14,False
Shopping Cart,46.1,False
Chow,26.13,True
Labrador Retriever,7.42,True
Pembroke,70.8,True
Cardigan,29.14,True
Dingo,0.02,False
Clog,8.11,False
Spindle,6.7,False
Agama,6.09,False
Miniature Schnauzer,29.45,True
Norfolk Terrier,16.19,True
West Highland White Terrier,12.1,True
Weimaraner,94.87,True
English Setter,3.54,True
Brittany Spaniel,0.39,True
Minibus,40.19,False
Llama,22.91,False
Seat Belt,20.94,False
Chihuahua,70.26,True
Siamese Cat,6.82,False
Macaque,4.33,False
Chihuahua,93.78,True
Pomeranian,2.03,True
Polecat,1.74,False
Labrador Retriever,67.37,True
Chesapeake Bay Retriever,19.49,True
American Staffordshire Terrier,5.95,True
Pembroke,50.85,True
Black-Footed Ferret,11.55,False
Weasel,5.13,False
Golden Retriever,20.32,True
Samoyed,6.8,True
Great Pyrenees,6.53,True
Soft-Coated Wheaten Terrier,79.12,True
Cocker Spaniel,7.24,True
Teddy,7.15,False
Llama,68.13,False
Ram,12.01,False
Hog,4.37,False
Chihuahua,37.94,True
Toy Terrier,12.18,True
Boston Bull,9.6,True
Kelpie,53.78,True
American Staffordshire Terrier,8.3,True
Staffordshire Bullterrier,6.98,True
Chow,33.48,True
German Shepherd,16.26,True
Golden Retriever,13.86,True
Cheetah,82.22,False
Arabian Camel,4.7,False
Jaguar,2.58,False
Labrador Retriever,62.79,True
German Short-Haired Pointer,17.37,True
Chesapeake Bay Retriever,4.13,True
Bluetick,17.47,True
Shetland Sheepdog,12.61,True
Beagle,12.29,True
Toy Poodle,55.14,True
Teddy,18.07,False
Miniature Poodle,16.41,True
Hog,45.89,False
Mexican Hairless,16.49,True
Wild Boar,11.17,False
Maltese Dog,73.84,True
Toy Poodle,10.3,True
Samoyed,2.32,True
Malamute,57.74,True
Siberian Husky,28.71,True
Eskimo Dog,11.76,True
Miniature Pinscher,7.29,True
Labrador Retriever,5.79,True
Schipperke,5.33,True
Pembroke,89.53,True
Cardigan,2.24,True
Cocker Spaniel,1.7,True
Airedale,94.54,True
Irish Terrier,2.69,True
Lakeland Terrier,1.68,True
Keeshond,50.9,True
Chow,44.2,True
German Shepherd,1.32,True
Italian Greyhound,39.96,True
Whippet,26.72,True
German Short-Haired Pointer,8.13,True
Lakeland Terrier,30.35,True
Soft-Coated Wheaten Terrier,21.14,True
Golden Retriever,17.07,True
French Bulldog,99.28,True
Boston Bull,0.47,True
Pug,0.14,True
Pembroke,40.65,True
Cardigan,15.49,True
Siberian Husky,13.64,True
Leonberg,60.59,True
Chow,18.35,True
German Shepherd,7.97,True
Cocker Spaniel,90.14,True
Soft-Coated Wheaten Terrier,2.86,True
Miniature Schnauzer,1.78,True
Golden Retriever,88.98,True
Kuvasz,5.3,True
Labrador Retriever,3.79,True
Koala,14.14,False
Eskimo Dog,9.4,True
Wallaby,8.52,False
Boxer,72.22,True
Bull Mastiff,19.38,True
French Bulldog,5.52,True
Dingo,27.86,False
Chihuahua,15.52,True
Loupe,15.36,False
Toyshop,37.56,False
Orange,9.45,False
Teddy,3.98,False
English Setter,94.72,True
English Springer,3.11,True
Brittany Spaniel,0.55,True
Bald Eagle,9.72,False
Torch,9.66,False
Cliff,9.04,False
Beagle,41.38,True
Cardigan,26.36,True
Basset,16.76,True
English Springer,44.08,True
Cardigan,41.12,True
Border Collie,2.24,True
Whippet,59.47,True
Italian Greyhound,31.41,True
Mexican Hairless,3.78,True
Wombat,70.93,False
Koala,16.98,False
Beaver,7.94,False
Vizsla,65.73,True
Paddle,9.03,False
Rhodesian Ridgeback,4.82,True
Curly-Coated Retriever,48.23,True
Flat-Coated Retriever,31.53,True
Great Dane,6.22,True
Seat Belt,99.77,False
Lakeland Terrier,0.17,True
Airedale,0.02,True
Siberian Husky,43.97,True
Eskimo Dog,34.05,True
Malamute,10.13,True
Snorkel,50.5,False
Loggerhead,34.53,False
Scuba Diver,7.48,False
Jigsaw Puzzle,99.59,False
Siamese Cat,0.08,False
Pizza,0.04,False
Teddy,36.41,False
Doormat,11.92,False
Toyshop,3.51,False
Schipperke,99.8,True
Groenendael,0.07,True
Miniature Pinscher,0.02,True
Triceratops,24.99,False
Chimpanzee,6.09,False
Mask,5.02,False
Labrador Retriever,45.26,True
Golden Retriever,40.34,True
Beagle,6.95,True
Chihuahua,20.36,True
Doormat,13.43,False
Toy Terrier,8.45,True
Toy Poodle,92.1,True
Miniature Poodle,6.09,True
Maltese Dog,0.61,True
Birdhouse,47.24,False
Teddy,14.21,False
Pot,3.29,False
Pomeranian,80.05,True
Chow,14.69,True
Pekinese,3.76,True
Toy Poodle,82.17,True
Miniature Poodle,11.6,True
Yorkshire Terrier,1.48,True
Rottweiler,76.07,True
Labrador Retriever,9.66,True
Staffordshire Bullterrier,4.03,True
Norfolk Terrier,20.51,True
German Shepherd,16.04,True
Chow,15.62,True
Seat Belt,53.24,False
Labrador Retriever,9.46,True
Kuvasz,8.99,True
Samoyed,36.26,True
Eskimo Dog,24.54,True
Siberian Husky,10.82,True
Frilled Lizard,32.63,False
Tailed Frog,10.45,False
Axolotl,7.25,False
Lhasa,48.24,True
Shih-Tzu,11.37,True
Pomeranian,9.62,True
Saint Bernard,99.88,True
Pekinese,0.04,True
Great Pyrenees,0.02,True
Tibetan Terrier,38.21,True
Miniature Poodle,9.54,True
Maltese Dog,6.57,True
Motor Scooter,25.59,False
Rifle,14.52,False
Assault Rifle,9.7,False
Irish Setter,40.6,True
Cocker Spaniel,34.56,True
Airedale,14.79,True
Pomeranian,99.26,True
Keeshond,0.44,True
Schipperke,0.08,True
Pug,71.31,True
Whippet,5.74,True
Quilt,5.6,False
Carousel,50.1,False
Feather Boa,6.44,False
Pug,4.44,True
Soft-Coated Wheaten Terrier,28.96,True
West Highland White Terrier,15.72,True
Toy Poodle,7.44,True
Labrador Retriever,78.44,True
Siberian Husky,5.59,True
Beagle,2.28,True
Pomeranian,61.57,True
Golden Retriever,12.65,True
Chihuahua,8.72,True
Shetland Sheepdog,87.63,True
Collie,7.83,True
Pomeranian,2.04,True
Pembroke,42.78,True
Shetland Sheepdog,16.07,True
Pomeranian,11.12,True
Pug,99.67,True
Labrador Retriever,0.14,True
Staffordshire Bullterrier,0.05,True
Ram,49.98,False
Hog,28.38,False
Ox,6.75,False
French Bulldog,70.08,True
Chihuahua,7.24,True
American Staffordshire Terrier,3.96,True
Tub,88.98,False
Bathtub,3.24,False
Hippopotamus,1.42,False
Chihuahua,53.84,True
Muzzle,8.43,False
Ski Mask,7.67,False
Kuvasz,43.86,True
Samoyed,11.16,True
Great Pyrenees,6.41,True
Lakeland Terrier,79.67,True
West Highland White Terrier,13.87,True
Norwich Terrier,1.63,True
Space Heater,92.04,False
Radiator,4.99,False
Electric Fan,0.67,False
Bubble,24.02,False
Hen,14.62,False
Abaya,13.93,False
Christmas Stocking,14.98,False
Cloak,12.88,False
Teddy,10.91,False
Brittany Spaniel,73.33,True
Welsh Springer Spaniel,25.16,True
English Springer,0.92,True
Christmas Stocking,20.75,False
Mask,19.39,False
Feather Boa,15.27,False
Bluetick,26.87,True
Miniature Pinscher,12.57,True
English Setter,8.94,True
Miniature Poodle,45.71,True
Toy Poodle,22.65,True
Maltese Dog,6.77,True
Maltese Dog,19.91,True
West Highland White Terrier,19.79,True
Shih-Tzu,15.71,True
Pug,99.94,True
French Bulldog,0.05,True
Boston Bull,0.0,True
Golden Retriever,69.9,True
Chow,14.6,True
Pomeranian,3.49,True
Pillow,77.81,False
Apron,9.5,False
Wallet,4.93,False
Earthstar,12.77,False
Shih-Tzu,12.18,True
Bubble,11.78,False
Hog,80.95,False
Hay,6.02,False
Lumbermill,1.65,False
Entlebucher,52.32,True
Greater Swiss Mountain Dog,43.17,True
Appenzeller,4.42,True
Llama,88.8,False
Ram,9.5,False
Chow,0.23,True
Airedale,90.38,True
Border Terrier,3.47,True
Toy Poodle,2.14,True
